user_id,product_category,user_profile,context,content,rating,user_mood,created_at
u_5b327f20,保温杯,暴躁老哥,客服态度极差，不给退款,作为一名暴躁老哥，遇到客服态度极差，不给退款的情况，我对这个保温杯非常不满意，甚至让我感到很Angry。,1,Angry,2026-02-18
u_b72507a1,智能手机,暴躁老哥,价格比别家贵，质量还不行,刚收到货，价格比别家贵，质量还不行。指纹解锁跟瞎了一样死活解不开！,2,Angry,2026-02-13
u_39e9619a,女装连衣裙,成分党/技术宅,物流卡了一周才到,这质量真的绝了！物流卡了一周才到。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,1,Critical,2026-02-28
u_ce6b5931,零食大礼包,急用党,刚打开就发现是二手的,这家的零食不敢买了，刚打开就发现是二手的。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Anxious,2026-03-07
u_417dd571,智能耳机,急用党,用了三天就坏了/过敏了,佩戴耳朵痛，用了三天就坏了/过敏了，这设计完全不符合人体工学，触控失效更是常有的事。,2,Anxious,2026-03-01
u_b83f51d1,运动跑鞋,急用党,价格比别家贵，质量还不行,作为一名急用党，遇到价格比别家贵，质量还不行的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-03-12
u_9d16f27c,零食大礼包,暴躁老哥,和宣传完全不符,本来高高兴兴拆快递，和宣传完全不符。肉脯吃了一口口感特别奇怪像坏了一样。,2,Angry,2026-02-23
u_ed270cb1,女装连衣裙,吃瓜群众,刚打开就发现是二手的,刚打开就发现是二手的，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,2,Neutral/Sarcastic,2026-03-03
u_e2a5770a,零食大礼包,敏感肌/小白,价格比别家贵，质量还不行,这家的零食不敢买了，价格比别家贵，质量还不行。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Sad,2026-03-10
u_7c94b922,女装连衣裙,忠实粉,明天要送人，结果包装烂了,收到货了，明天要送人，结果包装烂了。版型特别难看，肩膀那里缝线都裂开了，线头满天飞。,1,Disappointed,2026-03-13
u_78fab9af,零食大礼包,成分党/技术宅,价格比别家贵，质量还不行,这家的零食不敢买了，价格比别家贵，质量还不行。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Critical,2026-03-02
u_76530770,洗面奶,暴躁老哥,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,1,Angry,2026-02-22
u_0df3dec9,猫粮,暴躁老哥,客服态度极差，不给退款,作为一名暴躁老哥，遇到客服态度极差，不给退款的情况，我对这个猫粮非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-06
u_8edcfb94,零食大礼包,成分党/技术宅,明天要送人，结果包装烂了,这家的零食不敢买了，明天要送人，结果包装烂了。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,1,Critical,2026-02-21
u_dd6eaf8a,机械键盘,忠实粉,明天要送人，结果包装烂了,作为一名忠实粉，遇到明天要送人，结果包装烂了的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-28
u_7cfa8eb6,女装连衣裙,急用党,刚打开就发现是二手的,这质量真的绝了！刚打开就发现是二手的。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,2,Anxious,2026-02-21
u_164e57ed,零食大礼包,暴躁老哥,和宣传完全不符,和宣传完全不符！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,1,Angry,2026-03-12
u_ef0cabc5,机械键盘,敏感肌/小白,和宣传完全不符,作为一名敏感肌/小白，遇到和宣传完全不符的情况，我对这个机械键盘非常不满意，甚至让我感到很Sad。,1,Sad,2026-02-18
u_8835b433,洗面奶,忠实粉,刚打开就发现是二手的,一直用你家的洗面奶，这次真的太失望了。刚打开就发现是二手的，老粉转黑了，再见。,2,Disappointed,2026-02-25
u_baffa9b7,扫地机器人,敏感肌/小白,用了三天就坏了/过敏了,作为一名敏感肌/小白，遇到用了三天就坏了/过敏了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-03
u_f07b0514,零食大礼包,吃瓜群众,和宣传完全不符,这家的零食不敢买了，和宣传完全不符。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Neutral/Sarcastic,2026-03-15
u_bdeb1785,女装连衣裙,成分党/技术宅,和宣传完全不符,和宣传完全不符，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,1,Critical,2026-03-13
u_f6258f53,智能手机,急用党,用了三天就坏了/过敏了,用了三天就坏了/过敏了。这手机发个微信都烫手卡成PPT，打游戏直接给我满帧掉到个位数！,1,Anxious,2026-03-02
u_3bcddbe6,机械键盘,敏感肌/小白,用了三天就坏了/过敏了,作为一名敏感肌/小白，遇到用了三天就坏了/过敏了的情况，我对这个机械键盘非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-09
u_0dca7138,保温杯,急用党,客服态度极差，不给退款,作为一名急用党，遇到客服态度极差，不给退款的情况，我对这个保温杯非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-02-15
u_0f72ace8,运动跑鞋,吃瓜群众,用了三天就坏了/过敏了,作为一名吃瓜群众，遇到用了三天就坏了/过敏了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-02-20
u_18c06c2a,运动跑鞋,敏感肌/小白,明天要送人，结果包装烂了,作为一名敏感肌/小白，遇到明天要送人，结果包装烂了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Sad。,1,Sad,2026-02-16
u_994d4c40,保温杯,忠实粉,和宣传完全不符,作为一名忠实粉，遇到和宣传完全不符的情况，我对这个保温杯非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-24
u_76b00c42,机械键盘,急用党,明天要送人，结果包装烂了,作为一名急用党，遇到明天要送人，结果包装烂了的情况，我对这个机械键盘非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-03-03
u_dd6b2acc,运动跑鞋,成分党/技术宅,用了三天就坏了/过敏了,作为一名成分党/技术宅，遇到用了三天就坏了/过敏了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Critical。,1,Critical,2026-03-05
u_4fdbc1b3,扫地机器人,敏感肌/小白,客服态度极差，不给退款,作为一名敏感肌/小白，遇到客服态度极差，不给退款的情况，我对这个扫地机器人非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-02
u_fb7cc337,女装连衣裙,暴躁老哥,刚打开就发现是二手的,这质量真的绝了！刚打开就发现是二手的。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,2,Angry,2026-02-20
u_46e00cc4,洗面奶,忠实粉,价格比别家贵，质量还不行,看成分表本来以为不错，结果价格比别家贵，质量还不行。这就是你们所谓的氨基酸洗面奶？PH值明显偏碱性！,2,Disappointed,2026-02-28
u_c467b177,猫粮,急用党,明天要送人，结果包装烂了,作为一名急用党，遇到明天要送人，结果包装烂了的情况，我对这个猫粮非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-02-19
u_fb9ad1e7,保温杯,成分党/技术宅,刚打开就发现是二手的,作为一名成分党/技术宅，遇到刚打开就发现是二手的的情况，我对这个保温杯非常不满意，甚至让我感到很Critical。,2,Critical,2026-03-11
u_4eeb83f4,保温杯,暴躁老哥,明天要送人，结果包装烂了,作为一名暴躁老哥，遇到明天要送人，结果包装烂了的情况，我对这个保温杯非常不满意，甚至让我感到很Angry。,1,Angry,2026-03-05
u_bf9fedb9,猫粮,急用党,客服态度极差，不给退款,作为一名急用党，遇到客服态度极差，不给退款的情况，我对这个猫粮非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-14
u_fb393b8d,猫粮,吃瓜群众,价格比别家贵，质量还不行,作为一名吃瓜群众，遇到价格比别家贵，质量还不行的情况，我对这个猫粮非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-03-14
u_8f6dd112,机械键盘,成分党/技术宅,和宣传完全不符,作为一名成分党/技术宅，遇到和宣传完全不符的情况，我对这个机械键盘非常不满意，甚至让我感到很Critical。,1,Critical,2026-02-28
u_c1649f8b,洗面奶,吃瓜群众,明天要送人，结果包装烂了,一直用你家的洗面奶，这次真的太失望了。明天要送人，结果包装烂了，老粉转黑了，再见。,2,Neutral/Sarcastic,2026-03-14
u_c3c13254,智能手机,急用党,用了三天就坏了/过敏了,用了三天就坏了/过敏了，这是什么诡异的系统BUG？经常莫名其妙重启或者黑屏！,2,Anxious,2026-03-15
u_59500398,零食大礼包,成分党/技术宅,客服态度极差，不给退款,客服态度极差，不给退款！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,2,Critical,2026-03-04
u_bf8d749c,智能耳机,急用党,刚打开就发现是二手的,降噪效果不好，刚打开就发现是二手的，戴上和没戴一样，电流杂音还很大。,1,Anxious,2026-02-24
u_b7548a3a,运动跑鞋,暴躁老哥,物流卡了一周才到,作为一名暴躁老哥，遇到物流卡了一周才到的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-09
u_a1f39739,机械键盘,忠实粉,用了三天就坏了/过敏了,作为一名忠实粉，遇到用了三天就坏了/过敏了的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-12
u_b856bf04,智能耳机,忠实粉,客服态度极差，不给退款,音质差到爆炸，客服态度极差，不给退款，简直就是地摊货水平，再也不会买了。,1,Disappointed,2026-02-16
u_580a8ffc,女装连衣裙,忠实粉,和宣传完全不符,这质量真的绝了！和宣传完全不符。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,1,Disappointed,2026-03-04
u_f1bfed0a,智能耳机,暴躁老哥,刚打开就发现是二手的,刚打开就发现是二手的，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,1,Angry,2026-03-07
u_6c609cfe,机械键盘,忠实粉,物流卡了一周才到,作为一名忠实粉，遇到物流卡了一周才到的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-22
u_8b3829c4,猫粮,暴躁老哥,用了三天就坏了/过敏了,作为一名暴躁老哥，遇到用了三天就坏了/过敏了的情况，我对这个猫粮非常不满意，甚至让我感到很Angry。,2,Angry,2026-03-09
u_390c7661,零食大礼包,吃瓜群众,和宣传完全不符,这家的零食不敢买了，和宣传完全不符。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,1,Neutral/Sarcastic,2026-03-08
u_5438b6a9,扫地机器人,敏感肌/小白,明天要送人，结果包装烂了,作为一名敏感肌/小白，遇到明天要送人，结果包装烂了的情况，我对这个扫地机器人非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-11
u_ac882a53,智能耳机,敏感肌/小白,刚打开就发现是二手的,音质差到爆炸，刚打开就发现是二手的，简直就是地摊货水平，再也不会买了。,2,Sad,2026-02-16
u_ccb3a336,保温杯,吃瓜群众,明天要送人，结果包装烂了,作为一名吃瓜群众，遇到明天要送人，结果包装烂了的情况，我对这个保温杯非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-16
u_01f35e58,智能手机,暴躁老哥,和宣传完全不符,冲着拍照买的，结果和宣传完全不符。夜景拍出来全是噪点，宣传跟实际严重不符。,1,Angry,2026-03-03
u_f2d0b0f4,智能耳机,成分党/技术宅,用了三天就坏了/过敏了,用了几天发现续航时间短得离谱，用了三天就坏了/过敏了，这也就是听个响？,1,Critical,2026-03-06
u_29727e80,猫粮,敏感肌/小白,明天要送人，结果包装烂了,作为一名敏感肌/小白，遇到明天要送人，结果包装烂了的情况，我对这个猫粮非常不满意，甚至让我感到很Sad。,2,Sad,2026-03-04
u_498ecfc7,保温杯,敏感肌/小白,用了三天就坏了/过敏了,作为一名敏感肌/小白，遇到用了三天就坏了/过敏了的情况，我对这个保温杯非常不满意，甚至让我感到很Sad。,1,Sad,2026-02-27
u_0be7d8e1,洗面奶,敏感肌/小白,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,2,Sad,2026-03-12
u_1c570f61,猫粮,急用党,物流卡了一周才到,作为一名急用党，遇到物流卡了一周才到的情况，我对这个猫粮非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-24
u_a5bbd15e,女装连衣裙,暴躁老哥,客服态度极差，不给退款,客服态度极差，不给退款。洗了一次直接缩水成童装，关键还掉色脱色严重，把别的东西都染坏了！,2,Angry,2026-03-13
u_ab0ca08b,猫粮,忠实粉,价格比别家贵，质量还不行,作为一名忠实粉，遇到价格比别家贵，质量还不行的情况，我对这个猫粮非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-04
u_98b47c8a,智能手机,吃瓜群众,明天要送人，结果包装烂了,明天要送人，结果包装烂了，这是什么诡异的系统BUG？经常莫名其妙重启或者黑屏！,2,Neutral/Sarcastic,2026-03-01
u_ba6bcf0b,零食大礼包,敏感肌/小白,和宣传完全不符,和宣传完全不符！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,2,Sad,2026-02-16
u_482dde81,运动跑鞋,忠实粉,明天要送人，结果包装烂了,作为一名忠实粉，遇到明天要送人，结果包装烂了的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-25
u_793e57d6,智能手机,忠实粉,客服态度极差，不给退款,刚收到货，客服态度极差，不给退款。指纹解锁跟瞎了一样死活解不开！,2,Disappointed,2026-02-28
u_c919c4b1,洗面奶,急用党,物流卡了一周才到,看成分表本来以为不错，结果物流卡了一周才到。这就是你们所谓的氨基酸洗面奶？PH值明显偏碱性！,1,Anxious,2026-02-20
u_84160f9a,智能手机,急用党,和宣传完全不符,和宣传完全不符，这是什么诡异的系统BUG？经常莫名其妙重启或者黑屏！,2,Anxious,2026-02-17
u_749ff206,洗面奶,暴躁老哥,客服态度极差，不给退款,我是大干皮敏感肌，客服态度极差，不给退款，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Angry,2026-02-26
u_b349e759,零食大礼包,成分党/技术宅,客服态度极差，不给退款,客服态度极差，不给退款！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,2,Critical,2026-02-28
u_1aaf6a00,运动跑鞋,吃瓜群众,价格比别家贵，质量还不行,作为一名吃瓜群众，遇到价格比别家贵，质量还不行的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-02-24
u_5f378a64,智能耳机,吃瓜群众,和宣传完全不符,和宣传完全不符，但这智能耳机蓝牙经常断连，听歌一卡一卡的，心态崩了！,1,Neutral/Sarcastic,2026-03-07
u_bd442709,智能手机,忠实粉,用了三天就坏了/过敏了,刚收到货，用了三天就坏了/过敏了。指纹解锁跟瞎了一样死活解不开！,1,Disappointed,2026-02-19
u_e7805d9a,智能手机,吃瓜群众,刚打开就发现是二手的,服了，刚打开就发现是二手的。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,1,Neutral/Sarcastic,2026-03-11
u_d066a885,机械键盘,成分党/技术宅,和宣传完全不符,作为一名成分党/技术宅，遇到和宣传完全不符的情况，我对这个机械键盘非常不满意，甚至让我感到很Critical。,1,Critical,2026-03-13
u_7d1a0253,零食大礼包,成分党/技术宅,客服态度极差，不给退款,本来高高兴兴拆快递，客服态度极差，不给退款。肉脯吃了一口口感特别奇怪像坏了一样。,1,Critical,2026-03-09
u_f93139d7,洗面奶,暴躁老哥,价格比别家贵，质量还不行,一直用你家的洗面奶，这次真的太失望了。价格比别家贵，质量还不行，老粉转黑了，再见。,2,Angry,2026-02-27
u_9b5e319b,女装连衣裙,暴躁老哥,客服态度极差，不给退款,客服态度极差，不给退款。洗了一次直接缩水成童装，关键还掉色脱色严重，把别的东西都染坏了！,2,Angry,2026-02-18
u_152f982f,洗面奶,急用党,刚打开就发现是二手的,刚打开就发现是二手的！这洗面奶简直就是工业垃圾！洗完脸烂脸了！避雷避雷！！,2,Anxious,2026-02-25
u_2555e93d,猫粮,成分党/技术宅,用了三天就坏了/过敏了,作为一名成分党/技术宅，遇到用了三天就坏了/过敏了的情况，我对这个猫粮非常不满意，甚至让我感到很Critical。,2,Critical,2026-03-05
u_73322f17,保温杯,成分党/技术宅,和宣传完全不符,作为一名成分党/技术宅，遇到和宣传完全不符的情况，我对这个保温杯非常不满意，甚至让我感到很Critical。,1,Critical,2026-02-23
u_1ec60203,机械键盘,忠实粉,客服态度极差，不给退款,作为一名忠实粉，遇到客服态度极差，不给退款的情况，我对这个机械键盘非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-24
u_97762caa,扫地机器人,急用党,和宣传完全不符,作为一名急用党，遇到和宣传完全不符的情况，我对这个扫地机器人非常不满意，甚至让我感到很Anxious。,1,Anxious,2026-02-15
u_59271440,智能手机,暴躁老哥,明天要送人，结果包装烂了,服了，明天要送人，结果包装烂了。屏幕颜色看着极其生硬，而且电池根本撑不到半天就没电了。,1,Angry,2026-02-26
u_3dd275c5,保温杯,急用党,价格比别家贵，质量还不行,作为一名急用党，遇到价格比别家贵，质量还不行的情况，我对这个保温杯非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-22
u_a791e378,机械键盘,敏感肌/小白,刚打开就发现是二手的,作为一名敏感肌/小白，遇到刚打开就发现是二手的的情况，我对这个机械键盘非常不满意，甚至让我感到很Sad。,2,Sad,2026-02-15
u_7f2e47a5,女装连衣裙,忠实粉,明天要送人，结果包装烂了,明天要送人，结果包装烂了，这是我买过最差的裙子，拉链一拉就卡死，做工极其粗糙。,1,Disappointed,2026-03-09
u_797edf19,零食大礼包,成分党/技术宅,明天要送人，结果包装烂了,这家的零食不敢买了，明天要送人，结果包装烂了。巧克力包装被压扁瘪了不说，有一包居然爬出一条虫！！,2,Critical,2026-03-05
u_27a6b0b1,运动跑鞋,吃瓜群众,物流卡了一周才到,作为一名吃瓜群众，遇到物流卡了一周才到的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-03-04
u_30304780,猫粮,吃瓜群众,明天要送人，结果包装烂了,作为一名吃瓜群众，遇到明天要送人，结果包装烂了的情况，我对这个猫粮非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-03-14
u_62091ab7,保温杯,暴躁老哥,价格比别家贵，质量还不行,作为一名暴躁老哥，遇到价格比别家贵，质量还不行的情况，我对这个保温杯非常不满意，甚至让我感到很Angry。,1,Angry,2026-03-03
u_edb33395,猫粮,敏感肌/小白,价格比别家贵，质量还不行,作为一名敏感肌/小白，遇到价格比别家贵，质量还不行的情况，我对这个猫粮非常不满意，甚至让我感到很Sad。,2,Sad,2026-02-16
u_bfcb61af,机械键盘,吃瓜群众,价格比别家贵，质量还不行,作为一名吃瓜群众，遇到价格比别家贵，质量还不行的情况，我对这个机械键盘非常不满意，甚至让我感到很Neutral/Sarcastic。,1,Neutral/Sarcastic,2026-03-01
u_e1ad960d,洗面奶,暴躁老哥,客服态度极差，不给退款,我是大干皮敏感肌，客服态度极差，不给退款，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Angry,2026-03-12
u_23eaa47c,零食大礼包,敏感肌/小白,刚打开就发现是二手的,刚打开就发现是二手的！里面好几包薯片不仅漏气，而且饼干全碎成了渣，怎么下口啊？,1,Sad,2026-02-28
u_55ca4a15,女装连衣裙,忠实粉,和宣传完全不符,这质量真的绝了！和宣传完全不符。布料薄得透光，穿上去还特别扎肉，一点都不亲肤。,1,Disappointed,2026-02-27
u_2e9ad320,运动跑鞋,急用党,价格比别家贵，质量还不行,作为一名急用党，遇到价格比别家贵，质量还不行的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-03-08
u_e8b01f30,智能耳机,吃瓜群众,用了三天就坏了/过敏了,用了几天发现续航时间短得离谱，用了三天就坏了/过敏了，这也就是听个响？,2,Neutral/Sarcastic,2026-03-06
u_dcfe64bd,机械键盘,暴躁老哥,和宣传完全不符,作为一名暴躁老哥，遇到和宣传完全不符的情况，我对这个机械键盘非常不满意，甚至让我感到很Angry。,1,Angry,2026-02-26
u_49ddc258,洗面奶,急用党,客服态度极差，不给退款,看成分表本来以为不错，结果客服态度极差，不给退款。这就是你们所谓的氨基酸洗面奶？PH值明显偏碱性！,1,Anxious,2026-02-13
u_731c8f1f,女装连衣裙,急用党,刚打开就发现是二手的,刚打开就发现是二手的。洗了一次直接缩水成童装，关键还掉色脱色严重，把别的东西都染坏了！,1,Anxious,2026-02-13
u_aa36f6bb,洗面奶,吃瓜群众,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,2,Neutral/Sarcastic,2026-02-16
u_7f11166d,保温杯,忠实粉,物流卡了一周才到,作为一名忠实粉，遇到物流卡了一周才到的情况，我对这个保温杯非常不满意，甚至让我感到很Disappointed。,2,Disappointed,2026-02-28
u_e1e0a494,猫粮,急用党,和宣传完全不符,作为一名急用党，遇到和宣传完全不符的情况，我对这个猫粮非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-20
u_081b62e1,洗面奶,成分党/技术宅,物流卡了一周才到,一直用你家的洗面奶，这次真的太失望了。物流卡了一周才到，老粉转黑了，再见。,1,Critical,2026-03-10
u_223b1b47,智能耳机,忠实粉,明天要送人，结果包装烂了,降噪效果不好，明天要送人，结果包装烂了，戴上和没戴一样，电流杂音还很大。,1,Disappointed,2026-02-16
u_b6d1d249,猫粮,忠实粉,价格比别家贵，质量还不行,作为一名忠实粉，遇到价格比别家贵，质量还不行的情况，我对这个猫粮非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-02-21
u_b1164f26,猫粮,吃瓜群众,用了三天就坏了/过敏了,作为一名吃瓜群众，遇到用了三天就坏了/过敏了的情况，我对这个猫粮非常不满意，甚至让我感到很Neutral/Sarcastic。,2,Neutral/Sarcastic,2026-02-15
u_f3962d1f,洗面奶,成分党/技术宅,用了三天就坏了/过敏了,我是大干皮敏感肌，用了三天就坏了/过敏了，现在脸上红一大片，又痒又痛，太难受了呜呜呜。,1,Critical,2026-03-05
u_0705f470,洗面奶,急用党,物流卡了一周才到,本来物流卡了一周才到，结果发过来是个漏的！我现在拿什么洗脸？差评！,2,Anxious,2026-02-24
u_1fbb5423,机械键盘,急用党,刚打开就发现是二手的,作为一名急用党，遇到刚打开就发现是二手的的情况，我对这个机械键盘非常不满意，甚至让我感到很Anxious。,2,Anxious,2026-02-28
u_ccf6639d,运动跑鞋,忠实粉,物流卡了一周才到,作为一名忠实粉，遇到物流卡了一周才到的情况，我对这个运动跑鞋非常不满意，甚至让我感到很Disappointed。,1,Disappointed,2026-03-11
u_957d748b,智能耳机,急用党,刚打开就发现是二手的,音质差到爆炸，刚打开就发现是二手的，简直就是地摊货水平，再也不会买了。,2,Anxious,2026-02-25
